Date,Year,Month,Week,District,Grade,Highest_Price,Average_Price,Source_URL
2022-01-04,2022,1,1,Badulla,H-2,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Colombo,Alba,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Colombo,C-4,2600.0,2600.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Colombo,C-5,2750.0,2750.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Colombo,H-2,2000.0,2000.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Galle,Alba,3500.0,3450.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Galle,C-4,2650.0,2625.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Galle,C-5,2700.0,2700.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Galle,H-2,2230.0,2215.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Gampaha,Alba,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Gampaha,C-4,1900.0,1825.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Gampaha,C-5,2200.0,2100.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Gampaha,H-2,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Hambantota,Alba,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Hambantota,C-4,2650.0,2635.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Hambantota,C-5,2700.0,2685.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Hambantota,H-2,2250.0,2225.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kalutara,Alba,3300.0,3200.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kalutara,C-4,2600.0,2550.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kalutara,C-5,2700.0,2665.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kalutara,H-2,1800.0,1800.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kurunegala,Alba,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kurunegala,C-4,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kurunegala,C-5,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Kurunegala,H-2,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Matara,Alba,3600.0,3500.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Matara,C-4,2650.0,2623.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Matara,C-5,3000.0,2800.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Matara,H-2,2250.0,2227.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Monaragala,Alba,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Monaragala,C-4,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Monaragala,C-5,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Monaragala,H-2,,,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,National,Alba,3600.0,3358.25,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,National,C-4,2700.0,2498.71,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,National,C-5,3000.0,2642.86,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,National,H-2,2250.0,2036.17,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Ratnapura,Alba,3400.0,3283.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Ratnapura,C-4,2700.0,2633.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Ratnapura,C-5,2850.0,2800.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-04,2022,1,1,Ratnapura,H-2,1800.0,1750.0,https://exagri.info/mkt/2022/04.01.2022.html
2022-01-11,2022,1,2,Badulla,Alba,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Badulla,C-4,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Badulla,C-5,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Badulla,H-2,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Colombo,Alba,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Colombo,C-4,2600.0,2600.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Colombo,C-5,2700.0,2700.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Colombo,H-2,2100.0,2100.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Galle,Alba,3600.0,3550.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Galle,C-4,2650.0,2625.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Galle,C-5,2700.0,2700.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Galle,H-2,2250.0,2250.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Gampaha,Alba,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Gampaha,C-4,1800.0,1750.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Gampaha,C-5,2200.0,2050.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Gampaha,H-2,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Hambantota,Alba,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Hambantota,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Hambantota,C-5,2700.0,2690.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Hambantota,H-2,2250.0,2240.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kalutara,Alba,3300.0,3200.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kalutara,C-4,2600.0,2550.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kalutara,C-5,2700.0,2665.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kalutara,H-2,1800.0,1800.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kurunegala,Alba,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kurunegala,C-4,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kurunegala,C-5,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Kurunegala,H-2,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Matara,Alba,3650.0,3562.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Matara,C-4,2650.0,2628.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Matara,C-5,3000.0,2817.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Matara,H-2,2250.0,2250.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Monaragala,Alba,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Monaragala,C-4,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Monaragala,C-5,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Monaragala,H-2,,,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,National,Alba,3650.0,3440.5,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,National,C-4,2650.0,2355.14,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,National,C-5,3000.0,2503.14,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,National,H-2,2250.0,2081.67,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Ratnapura,Alba,3500.0,3450.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Ratnapura,C-4,1700.0,1683.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Ratnapura,C-5,1950.0,1900.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-11,2022,1,2,Ratnapura,H-2,1900.0,1850.0,https://exagri.info/mkt/2022/11.01.2022.html
2022-01-18,2022,1,3,Badulla,Alba,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Badulla,C-4,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Badulla,C-5,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Badulla,H-2,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Colombo,Alba,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Colombo,C-4,2600.0,2600.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Colombo,C-5,2700.0,2700.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Colombo,H-2,2100.0,2100.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Galle,Alba,3500.0,3500.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Galle,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Galle,C-5,2750.0,2750.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Galle,H-2,2250.0,2250.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Gampaha,Alba,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Gampaha,C-4,2100.0,2000.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Gampaha,C-5,2300.0,2250.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Gampaha,H-2,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Hambantota,Alba,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Hambantota,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Hambantota,C-5,2700.0,2690.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Hambantota,H-2,2250.0,2240.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kalutara,Alba,3300.0,3200.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kalutara,C-4,2600.0,2550.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kalutara,C-5,2700.0,2665.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kalutara,H-2,1800.0,1800.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kurunegala,Alba,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kurunegala,C-4,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kurunegala,C-5,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Kurunegala,H-2,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Matara,Alba,3750.0,3625.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Matara,C-4,2700.0,2667.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Matara,C-5,3000.0,2817.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Matara,H-2,2260.0,2223.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Monaragala,Alba,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Monaragala,C-4,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Monaragala,C-5,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Monaragala,H-2,,,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,National,Alba,3750.0,3456.25,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,National,C-4,2700.0,2516.71,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,National,C-5,3000.0,2669.71,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,National,H-2,2260.0,2085.5,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Ratnapura,Alba,3500.0,3500.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Ratnapura,C-4,2550.0,2500.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Ratnapura,C-5,2850.0,2816.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-18,2022,1,3,Ratnapura,H-2,1950.0,1900.0,https://exagri.info/mkt/2022/18.01.2022.html
2022-01-25,2022,1,4,Badulla,Alba,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Badulla,C-4,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Badulla,C-5,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Badulla,H-2,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Colombo,Alba,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Colombo,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Colombo,C-5,2800.0,2800.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Colombo,H-2,2100.0,2100.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Galle,Alba,3500.0,3500.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Galle,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Galle,C-5,2750.0,2750.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Galle,H-2,2250.0,2250.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Gampaha,Alba,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Gampaha,C-4,2100.0,1900.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Gampaha,C-5,2500.0,2300.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Gampaha,H-2,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Hambantota,Alba,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Hambantota,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Hambantota,C-5,2700.0,2690.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Hambantota,H-2,2250.0,2250.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kalutara,Alba,3300.0,3200.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kalutara,C-4,2600.0,2550.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kalutara,C-5,2700.0,2665.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kalutara,H-2,1800.0,1800.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kurunegala,Alba,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kurunegala,C-4,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kurunegala,C-5,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Kurunegala,H-2,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Matara,Alba,3900.0,3738.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Matara,C-4,2700.0,2670.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Matara,C-5,3000.0,2850.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Matara,H-2,2300.0,2221.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Monaragala,Alba,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Monaragala,C-4,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Monaragala,C-5,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Monaragala,H-2,,,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,National,Alba,3900.0,3497.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,National,C-4,2700.0,2531.43,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,National,C-5,3000.0,2681.57,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,National,H-2,2300.0,2078.5,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Ratnapura,Alba,3600.0,3550.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Ratnapura,C-4,2700.0,2650.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Ratnapura,C-5,2800.0,2716.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-01-25,2022,1,4,Ratnapura,H-2,1900.0,1850.0,https://exagri.info/mkt/2022/25.01.2022.html
2022-02-01,2022,2,5,Badulla,Alba,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Badulla,C-4,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Badulla,C-5,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Badulla,H-2,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Colombo,Alba,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Colombo,C-4,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Colombo,C-5,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Colombo,H-2,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Galle,Alba,3600.0,3550.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Galle,C-4,2650.0,2625.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Galle,C-5,2800.0,2750.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Galle,H-2,2250.0,2225.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Gampaha,Alba,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Gampaha,C-4,1800.0,1750.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Gampaha,C-5,2300.0,2160.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Gampaha,H-2,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Hambantota,Alba,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Hambantota,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Hambantota,C-5,2700.0,2700.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Hambantota,H-2,2250.0,2250.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kalutara,Alba,3200.0,3167.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kalutara,C-4,2500.0,2470.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kalutara,C-5,2600.0,2590.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kalutara,H-2,1800.0,1800.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kurunegala,Alba,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kurunegala,C-4,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kurunegala,C-5,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Kurunegala,H-2,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Matara,Alba,3750.0,3638.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Matara,C-4,2700.0,2675.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Matara,C-5,3000.0,2813.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Matara,H-2,2300.0,2221.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Monaragala,Alba,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Monaragala,C-4,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Monaragala,C-5,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Monaragala,H-2,,,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,National,Alba,3750.0,3413.75,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,National,C-4,2700.0,2431.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,National,C-5,3000.0,2629.83,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,National,H-2,2300.0,2065.8,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Ratnapura,Alba,3500.0,3300.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Ratnapura,C-4,2500.0,2416.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Ratnapura,C-5,2899.0,2766.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-01,2022,2,5,Ratnapura,H-2,1900.0,1833.0,https://exagri.info/mkt/2022/01.02.2022.html
2022-02-08,2022,2,6,Badulla,Alba,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Badulla,C-4,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Badulla,C-5,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Badulla,H-2,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Colombo,Alba,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Colombo,C-4,2600.0,2600.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Colombo,C-5,2750.0,2750.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Colombo,H-2,1950.0,1950.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Galle,Alba,3600.0,3550.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Galle,C-4,2650.0,2625.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Galle,C-5,2800.0,2750.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Galle,H-2,2250.0,2225.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Gampaha,Alba,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Gampaha,C-4,2000.0,1835.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Gampaha,C-5,2500.0,2225.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Gampaha,H-2,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Hambantota,Alba,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Hambantota,C-4,2650.0,2650.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Hambantota,C-5,2700.0,2700.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Hambantota,H-2,2250.0,2250.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kalutara,Alba,3200.0,3170.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kalutara,C-4,2500.0,2470.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kalutara,C-5,2600.0,2590.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kalutara,H-2,1800.0,1800.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kurunegala,Alba,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kurunegala,C-4,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kurunegala,C-5,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Kurunegala,H-2,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Matara,Alba,3750.0,3638.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Matara,C-4,2700.0,2679.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Matara,C-5,3000.0,2790.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Matara,H-2,2300.0,2219.0,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Monaragala,Alba,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Monaragala,C-4,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Monaragala,C-5,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,Monaragala,H-2,,,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,National,Alba,3750.0,3443.5,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,National,C-4,2700.0,2470.29,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,National,C-5,3000.0,2655.43,https://exagri.info/mkt/2022/08.02.2022.html
2022-02-08,2022,2,6,National,H-2,2300.0,2012.83,https://exagri.info/mkt/2022/08.02.2022.html
